GENE	SYMBOL	DRIVER_LABEL	SIGNALS	SIGNAL_COUNT	KNOWN_DRIVER	POOL_SIGNALS	CONNECTED_TO_DRIVER	MUTS_CS	MUTS_CS_SAMPLES	CGC	GENE_LEN	GENE_NUM_MUTS	MUTS_IN_CLUST	NUM_CLUSTERS	CLUST_COORDS	GENE_SCORE	ZSCORE_ONCODRIVECLUST	PVALUE_ONCODRIVECLUST	QVALUE_ONCODRIVECLUST	MUTS_PAM	MUTS_PAM_SAMPLES	PVALUE_ONCODRIVEFM	QVALUE_ONCODRIVEFM	PPH2_SCORE_PVALUE	MA_SCORE_PVALUE	SIFT_SCORE_PVALUE
ENSG00000124157	SEMG2			0				6	6											4.0	4.0					
ENSG00000124207	CSE1L			0				6	6		972.0	5.0								5.0	5.0	0.013564295809156636	0.18571012325101885	0.10300000000000001	0.081	0.0395
ENSG00000124275	MTRR			0				6	6		726.0	7.0	4.0	1.0	[428,428]:4	0.5714285714285714	1.4247781215700142	0.07711067426139999	0.165682062629	4.0	4.0	0.5251332836763929	1.0	0.3899	0.3266	0.599
ENSG00000124429	POF1B			0				6	6											3.0	3.0					
ENSG00000124557	BTN1A1			0				6	5											4.0	4.0					
ENSG00000124608	AARS2			0				6	6		986.0	4.0								5.0	5.0	0.1968657285316973	0.7281525885578336	0.1907	0.2368	0.2993
ENSG00000124678	TCP11			0				6	6											6.0	6.0					
ENSG00000124743	KLHL31			0				6	5											4.0	4.0					
ENSG00000124813	RUNX2			0				6	6		590.0	5.0								5.0	5.0	0.02191580900556378	0.24528397102704996	0.0353	0.0927	0.1873
ENSG00000124827	GCM2			0				6	6											4.0	4.0					
ENSG00000124920	C11orf9			0				6	6											3.0	3.0	0.9107105656718918	1.0	0.5945	0.7287	0.8096
ENSG00000125089	SH3TC1			0				6	6											2.0	2.0	0.9978998641727022	1.0	0.852	0.9542	0.9604
ENSG00000125319	C17orf53			0				6	6		648.0	2.0								3.0	3.0	0.9998242179322216	1.0	0.9878	0.9865	0.9244
ENSG00000125485	DDX31			0				6	6		852.0	5.0								6.0	6.0	0.2872060430256984	0.8688521724104673	0.6929	0.0465	0.7754
ENSG00000125505	MBOAT7			0				6	6		473.0	3.0								4.0	4.0	0.8194261305150852	1.0	0.509	0.6907	0.6622
ENSG00000125744	RTN2			0				6	6		546.0	3.0								4.0	4.0	0.8567693923109234	1.0	0.5498	0.8341	0.5934
ENSG00000125863	MKKS			0				6	5		571.0	7.0	4.0	1.0	[168,168]:4	0.5714285714285714	1.4247781215700142	0.07711067426139999	0.165682062629	4.0	3.0	0.9930487297073368	1.0	0.9716	0.8201	0.8573
ENSG00000125998	FAM83C			0				6	6											4.0	4.0					
ENSG00000125999	BPIFB1			0				6	4											6.0	4.0					
ENSG00000126070	EIF2C3			0				6	6		861.0	4.0								4.0	4.0	0.954001576412738	1.0	0.9117	0.7206	0.6908
ENSG00000126218	F10			0				6	5											5.0	4.0					
ENSG00000126259	KIRREL2			0				6	6											3.0	3.0					
ENSG00000126561	STAT5A			0				6	6		795.0	6.0								6.0	6.0	0.09965684997462908	0.5339008957943437	0.3729	0.1195	0.109
ENSG00000127362	TAS2R3			0				6	6											2.0	2.0					
ENSG00000127529	OR7C2			0				6	6											2.0	2.0					
ENSG00000127870	RNF6			0				6	6		686.0	5.0								5.0	5.0	0.24344605297510924	0.8032065316516377	0.2601	0.263	0.2776
ENSG00000128059	PPAT			0				6	6		518.0	4.0								4.0	4.0	0.4857059558897841	1.0	0.3878	0.2888	0.5809
ENSG00000128203	ASPHD2			0				6	6		370.0	4.0								5.0	5.0	0.3367359612595048	0.9411092326614944	0.17	0.5007	0.386
ENSG00000128519	TAS2R16			0				6	6											6.0	6.0					
ENSG00000128594	LRRC4			0				6	5											4.0	4.0					
ENSG00000128655	PDE11A			0				6	6											5.0	5.0					
ENSG00000128915	NARG2			0				6	5		983.0	4.0								5.0	4.0	0.8778614562711009	1.0	0.7682	0.5785	0.6727
ENSG00000129159	KCNC1			0				6	6											3.0	3.0					
ENSG00000129204	USP6			0	True			6	6		1407.0	4.0								4.0	4.0	0.6532170020790271	1.0	0.4439	0.4764	0.5868
ENSG00000129951				0				6	6											5.0	5.0					
ENSG00000130413	STK33			0				6	6											5.0	5.0					
ENSG00000130475	FCHO1			0				6	6		897.0	4.0								4.0	4.0	0.4566314613286387	1.0	0.2478	0.5318	0.4371
ENSG00000130518	KIAA1683			0				6	6											5.0	5.0					
ENSG00000130653	PNPLA7			0				6	6											1.0	1.0	0.9999947617974776	1.0	0.9759	0.9953	0.9973
ENSG00000130783	CCDC62			0				6	5											5.0	4.0					
ENSG00000130810	PPAN			0				6	6		795.0	4.0								6.0	6.0	0.05275157643731798	0.39300675892759696	0.4153	0.1096	0.0436
ENSG00000130822	PNCK			0				6	6											5.0	5.0					
ENSG00000131015	ULBP2			0				6	6											4.0	4.0					
ENSG00000131080	EDA2R			0				6	6											2.0	2.0					
ENSG00000131095	GFAP			0				6	6											6.0	6.0					
ENSG00000131149	GSE1			0				6	6		1218.0	5.0								6.0	6.0	0.1668784157394303	0.6811452505077162	0.365	0.3541	0.0809
ENSG00000131183	SLC34A1			0				6	6											4.0	4.0					
ENSG00000131196	NFATC1			0				6	6		944.0	5.0								5.0	5.0	0.4367068007086545	1.0	0.2495	0.5932	0.3571
ENSG00000131653	TRAF7			0	True			6	6		671.0	3.0								6.0	6.0	0.2353370536331457	0.7910107908106376	0.4032	0.2798	0.1593
ENSG00000131748	STARD3			0				6	5		476.0	2.0								4.0	3.0	0.4090055681961189	1.0	0.3735	0.3684	0.3394
ENSG00000131864	USP29			0				6	6											6.0	6.0					
ENSG00000131899	LLGL1			0				6	5		1065.0	3.0								4.0	4.0	0.9089108153708642	1.0	0.8096	0.7583	0.5660000000000001
ENSG00000132005	RFX1			0				6	6		980.0	8.0	4.0	1.0	[715,715]:4	0.5	1.1919673572565663	0.116637022465	0.195620731247	6.0	6.0	0.18881961460438731	0.7156889890305489	0.6002	0.1367	0.1543
ENSG00000132297	HHLA1			0				6	6											4.0	4.0					
ENSG00000132321	IQCA1			0				6	6											4.0	4.0					
ENSG00000132518	GUCY2D			0				6	6											4.0	4.0					
ENSG00000132635	PCED1A			0				6	5											3.0	3.0	0.8124684728733883	1.0	0.5077	0.6079	0.7335
ENSG00000132676	DAP3			0				6	6		399.0	5.0								5.0	5.0	0.6071777116240866	1.0	0.4592	0.5426	0.4196
ENSG00000132680	KIAA0907			0				6	6		615.0	4.0								5.0	5.0	0.3315567892951867	0.9330808780241012	0.2074	0.3944	0.3909
ENSG00000132716	DCAF8			0				6	6		752.0	4.0								4.0	4.0	0.9701017455305944	1.0	0.8301	0.7288	0.851
ENSG00000132768	DPH2			0				6	6		490.0	3.0								4.0	4.0	0.9275415452722658	1.0	0.6897	0.8391	0.664
ENSG00000132780	NASP			0				6	6											5.0	5.0	0.7841964944204781	1.0	0.5027	0.5254	0.7669
ENSG00000132801	ZSWIM3			0				6	6		697.0	6.0								6.0	6.0	0.7328879545296655	1.0	0.897	0.4307	0.4315
ENSG00000132854	KANK4			0				6	6											3.0	3.0					
ENSG00000132911	NMUR2			0				6	6											5.0	5.0					
ENSG00000132932	ATP8A2			0				6	6											4.0	4.0					
ENSG00000133019	CHRM3			0				6	6											3.0	3.0					
ENSG00000133059	DSTYK			0				6	6		930.0	8.0	4.0	1.0	[608,608]:4	0.5	1.1919673572565663	0.116637022465	0.195620731247	5.0	5.0	0.2660219364195581	0.8381725420820368	0.2986	0.1982	0.3713
ENSG00000133135	RNF128			0				6	6		429.0	3.0								6.0	6.0	0.24011757152822602	0.7978531156898968	0.3615	0.1956	0.2626
ENSG00000133302	ANKRD32			0				6	6		1059.0	7.0	4.0	1.0	[910,910]:4	0.5714285714285714	1.4247781215700142	0.07711067426139999	0.165682062629	5.0	5.0	0.9351778014453148	1.0	0.8871	0.6308	0.718
ENSG00000133318	RTN3			0				6	6		1033.0	8.0	4.0	1.0	[479,479]:4	0.5	1.1919673572565663	0.116637022465	0.195620731247	6.0	6.0	0.4096913248933276	1.0	0.3149	0.7567	0.1966
ENSG00000133597	ADCK2			0				6	5		627.0	4.0								4.0	3.0	0.970019374998338	1.0	0.7666	0.8348	0.8039
ENSG00000133657	ATP13A3			0				6	5		1227.0	5.0								6.0	5.0	0.1487827658476749	0.6435808886832775	0.2277	0.1136	0.3394
ENSG00000133703	KRAS			0	True			6	6		190.0	6.0	5.0	1.0	[12,12]:5	0.8333333333333334	2.2784175907193216	0.0113508546625	0.0705512822679	6.0	6.0	0.005604937213136596	0.12001439902892623	0.3284	0.0074	0.0445
ENSG00000133808	MICALCL			0				6	5											4.0	4.0					
ENSG00000133961	NUMB			0				6	6		652.0	5.0								5.0	5.0	0.23654021765616884	0.7936946139917214	0.1422	0.5155	0.2472
ENSG00000134070	IRAK2			0				6	6		626.0	4.0								4.0	4.0	0.9997319718063091	1.0	0.9699	0.975	0.9372
ENSG00000134294	SLC38A2			0				6	6		507.0	4.0								4.0	4.0	0.9621167753402772	1.0	0.7828	0.8049	0.7649
ENSG00000134343	ANO3			0				6	6											3.0	3.0					
ENSG00000134571	MYBPC3			0				6	6											2.0	2.0					
ENSG00000134899	ERCC5			0	True			6	6		1187.0	5.0								5.0	5.0	0.675642889314306	1.0	0.7413	0.4549	0.3998
ENSG00000135090	TAOK3			0				6	6		899.0	5.0								5.0	5.0	0.2507616048864927	0.8169538165841093	0.1955	0.3004	0.3394
ENSG00000135299	ANKRD6			0				6	5		728.0	4.0								5.0	5.0	0.14524925218617854	0.637293279306807	0.2466	0.2215	0.155
ENSG00000135312	HTR1B			0				6	6											3.0	3.0					
ENSG00000135439	AGAP2			0				6	6											5.0	5.0					
ENSG00000135447	PPP1R1A			0				6	6											5.0	5.0					
ENSG00000135525	MAP7			0				6	5		772.0	3.0								3.0	3.0	0.6932069427262729	1.0	0.7682	0.3433	0.5455
ENSG00000135540	NHSL1			0				6	6		1611.0	4.0								5.0	5.0	0.8233593030812174	1.0	0.5788	0.6155	0.664
ENSG00000135723	FHOD1			0				6	5		1165.0	7.0	4.0	1.0	[6,6]:4	0.5714285714285714	1.4247781215700142	0.07711067426139999	0.165682062629	5.0	5.0	0.8764759911392704	1.0	0.7190000000000001	0.8170000000000001	0.5057
ENSG00000135775	COG2			0				6	4		739.0	4.0								5.0	3.0	0.8253197380551013	1.0	0.6613	0.617	0.5844
ENSG00000135801	TAF5L			0				6	5		590.0	8.0	4.0	1.0	[227,227]:4	0.5	1.1919673572565663	0.116637022465	0.195620731247	5.0	4.0	0.9498567485722555	1.0	0.9026	0.6791	0.7195
ENSG00000136044	APPL2			0				6	6		671.0	3.0								4.0	4.0	0.9800330124851406	1.0	0.8681	0.7052	0.9267
ENSG00000136108	CKAP2			0				6	6		684.0	9.0	4.0	1.0	[213,213]:4	0.4444444444444444	1.0108923183461072	0.156033985504	0.233963022233	6.0	6.0	0.10431694794865876	0.5426833266957745	0.3655	0.1517	0.0936
ENSG00000136161	RCBTB2			0				6	5		557.0	4.0								5.0	4.0	0.17320597513886316	0.692912225886987	0.1491	0.2188	0.3394
ENSG00000136367	ZFHX2			0				6	5											2.0	2.0					
ENSG00000136536	MARCH7			0				6	6		705.0	4.0								5.0	5.0	0.2667823603349915	0.8391770717032911	0.4248	0.2693	0.193
ENSG00000136573	BLK			0				6	6											6.0	6.0					
ENSG00000136631	VPS45			0				6	5		571.0	3.0								4.0	3.0	0.9695965465695422	1.0	0.8678	0.8736	0.6761
ENSG00000136699	SMPD4			0				6	6		867.0	4.0								5.0	5.0	0.6429326187505702	1.0	0.8689	0.518	0.2654
ENSG00000136758	YME1L1			0				6	6		774.0	5.0								5.0	5.0	0.90531244059594	1.0	0.9149	0.6918	0.539
ENSG00000136839	OR13C9			0				6	6											5.0	5.0					
ENSG00000136866	ZFP37			0				6	5											6.0	5.0					
ENSG00000137070	IL11RA			0				6	6		423.0	5.0								5.0	5.0	0.6428651443388533	1.0	0.7440000000000001	0.4749	0.33799999999999997
ENSG00000137275	RIPK1			0				6	6		672.0	7.0	4.0	1.0	[270,270]:4	0.5714285714285714	1.4247781215700142	0.07711067426139999	0.165682062629	5.0	5.0	0.9265418865625312	1.0	0.6491	0.7299	0.8065
ENSG00000137628	DDX60			0				6	4		1713.0	5.0								5.0	4.0	0.18382498343432474	0.7073944152122975	0.2055	0.4103	0.14400000000000002
ENSG00000137727	ARHGAP20			0				6	5											6.0	5.0					
ENSG00000137872	SEMA6D			0				6	6											4.0	4.0					
ENSG00000137936	BCAR3			0				6	6		826.0	6.0								6.0	6.0	0.003092714542384578	0.08114496851172916	0.0446	0.0314	0.0371
ENSG00000137968	SLC44A5			0				6	6											3.0	3.0					
ENSG00000138380	ALS2CR8			0				6	6		726.0	4.0								4.0	4.0	0.8735310386631305	1.0	0.5754	0.8166	0.6238
ENSG00000138413	IDH1			0	True			6	5		415.0	5.0								5.0	4.0	0.04939845629852002	0.3829356617212348	0.2815	0.0158	0.4078
ENSG00000138435	CHRNA1			0				6	6											5.0	5.0					
ENSG00000138449	SLC40A1			0				6	5		572.0	5.0								5.0	4.0	0.2833706421384572	0.8623927269515262	0.22699999999999998	0.2763	0.3894
ENSG00000138604	GLCE			0				6	6		618.0	3.0								4.0	4.0	0.7474959646124663	1.0	0.541	0.5547	0.5868
ENSG00000138640	FAM13A			0				6	6		1024.0	3.0								3.0	3.0	0.9998125263420036	1.0	1.0	0.8987	1.0
ENSG00000138756	BMP2K			0				6	6		1162.0	7.0	4.0	1.0	[709,709]:4	0.5714285714285714	1.4247781215700142	0.07711067426139999	0.165682062629	4.0	4.0	0.6409683930115768	1.0	0.6307	0.4994	0.3765
ENSG00000138757	G3BP2			0				6	6		483.0	6.0								6.0	6.0	0.0059308882535564775	0.12407418226440148	0.0087	0.1244	0.1072
ENSG00000138798	EGF			0				6	6											5.0	5.0					
ENSG00000138813	C4orf17			0				6	6											5.0	5.0					
ENSG00000139173	TMEM117			0				6	6		515.0	2.0								5.0	5.0	0.7393681259324542	1.0	0.645	0.9866	0.2684
ENSG00000139263	LRIG3			0	True			6	6		1120.0	5.0								5.0	5.0	0.2074993419012792	0.7487729242021781	0.1975	0.2191	0.3394
ENSG00000139330	KERA			0				6	5											3.0	2.0					
ENSG00000139496	NUPL1			0				6	6		600.0	5.0								5.0	5.0	0.5623263041137683	1.0	0.6193	0.43799999999999994	0.3251
ENSG00000139540	SLC39A5			0				6	6											5.0	5.0					
ENSG00000139546	TARBP2			0				6	6		367.0	3.0	2.0	1.0	[54,54]:2	0.6666666666666666	1.735192473987944	0.0413533595464	0.115303916555	5.0	5.0	0.013362873321653534	0.183928331530558	0.0339	0.0647	0.1474
ENSG00000139626	ITGB7			0				6	6		799.0	5.0								6.0	6.0	0.12567827851795565	0.5986315087877123	0.3519	0.1783	0.1087
ENSG00000139629	GALNT6			0				6	5		623.0	2.0								4.0	3.0	0.8724558928930091	1.0	0.5315	0.7156	0.7669
ENSG00000139631	CSAD			0				6	6		521.0	2.0								5.0	5.0	0.1612961291858812	0.6667251394912803	0.1727	0.3899	0.1474
ENSG00000140009	ESR2			0				6	5											5.0	4.0					
ENSG00000140022	STON2			0				6	6		921.0	2.0								5.0	5.0	0.06285842531321982	0.42966248677944907	0.0799	0.1394	0.22699999999999998
ENSG00000140320	BAHD1			0				6	6		781.0	5.0								5.0	5.0	0.8487278064474242	1.0	0.8657	0.8984	0.33799999999999997
ENSG00000140553	UNC45A			0				6	6		945.0	4.0								4.0	4.0	0.9054882010478664	1.0	0.7233	0.6679999999999999	0.7067
ENSG00000140564	FURIN			0				6	6		795.0	2.0								4.0	4.0	0.8005038817592535	1.0	0.5971	0.5922	0.6105
ENSG00000140859	KIFC3			0				6	6		849.0	7.0	4.0	1.0	[226,226]:4	0.5714285714285714	1.4247781215700142	0.07711067426139999	0.165682062629	6.0	6.0	0.008495369279774234	0.1579293175351395	0.0339	0.0902	0.0595
ENSG00000141002	TCF25			0				6	6		677.0	4.0								6.0	6.0	0.07675069713775373	0.4696639774147254	0.3962	0.3115	0.0271
ENSG00000141096	DPEP3			0				6	6											3.0	3.0					
ENSG00000141161	UNC45B			0				6	5											5.0	5.0					
ENSG00000141252	VPS53			0				6	6		833.0	4.0								4.0	4.0	0.141457633043081	0.6305313245585059	0.175	0.1703	0.273
ENSG00000141279	NPEPPS			0				6	6		920.0	5.0								5.0	5.0	0.0018616203094629078	0.0588347052284604	0.0642	0.0051	0.0856
ENSG00000141298	SSH2			0				6	5		1451.0	4.0								4.0	4.0	0.2728376212477809	0.8490325817885128	0.163	0.3325	0.4229
ENSG00000141380	SS18			0	True			6	6		419.0	5.0								5.0	5.0	0.5974134242732834	1.0	0.3903	0.5105	0.5058
ENSG00000141424	SLC39A6			0				6	6		756.0	6.0								6.0	6.0	0.009453926444336402	0.16554922534781044	0.045	0.2152	0.0215
ENSG00000141441	FAM59A			0				6	6		877.0	4.0								5.0	5.0	0.13124099809167167	0.6109914251921942	0.079	0.3469	0.2654
ENSG00000141447	OSBPL1A			0				6	6		951.0	5.0								5.0	5.0	0.9136670729505999	1.0	0.6211	0.6604	0.8684
ENSG00000141503	MINK1			0				6	6		1333.0	7.0	4.0	1.0	[756,756]:4	0.5714285714285714	1.4247781215700142	0.07711067426139999	0.165682062629	4.0	4.0	0.1583790151778599	0.6604843979417051	0.1071	0.4331	0.2081
ENSG00000141527	CARD14			0				6	6											4.0	4.0					
ENSG00000141968	VAV1			0				6	6		846.0	9.0	5.0	1.0	[566,566]:5	0.5555555555555556	1.3730423961670255	0.0848695835313	0.179453968357	6.0	6.0	0.054956798056827634	0.4018043623073744	0.1058	0.22	0.0902
ENSG00000142082	SIRT3			0				6	5		400.0	3.0								4.0	4.0	0.445415104803428	1.0	0.4237	0.2375	0.5455
ENSG00000142186	SCYL1			0				6	6		809.0	4.0								4.0	4.0	0.5670462987124227	1.0	0.4523	0.3807	0.5215
ENSG00000142784	WDTC1			0				6	6		678.0	2.0								5.0	5.0	0.1437950331072243	0.6348182525189503	0.1814	0.1388	0.3312
ENSG00000142973	CYP4B1			0				6	6											4.0	4.0					
ENSG00000143107	FNDC7			0				6	6											4.0	4.0					
ENSG00000143171	RXRG			0				6	6											2.0	2.0					
ENSG00000143194	MAEL			0				6	6											4.0	4.0					
ENSG00000143278	F13B			0				6	6											5.0	5.0					
ENSG00000143363	PRUNE			0				6	6		454.0	7.0	4.0	1.0	[147,147]:4	0.5714285714285714	1.4247781215700142	0.07711067426139999	0.165682062629	4.0	4.0	0.5319842590793655	1.0	0.2378	0.6204	0.5312
ENSG00000143434	SEMA6C			0				6	5		963.0	5.0								5.0	4.0	0.21876529114001864	0.7696025600867472	0.2768	0.2933	0.1968
ENSG00000143486	EIF2D			0				6	6											5.0	5.0					
ENSG00000143493	INTS7			0				6	6		963.0	3.0								3.0	3.0	0.9423536262107546	1.0	0.5519	0.8396	0.9062
ENSG00000143514	TP53BP2			0				6	6		1135.0	6.0								6.0	6.0	0.062305098369233376	0.42847609456506175	0.1474	0.1991	0.0851
ENSG00000143627	PKLR			0				6	6											5.0	5.0					
ENSG00000143842	SOX13			0				6	6		623.0	4.0								6.0	6.0	0.02004644058429628	0.2336765622344789	0.182	0.0914	0.0328
ENSG00000143858	SYT2			0				6	6											5.0	5.0					
ENSG00000144061	NPHP1			0				6	6											4.0	4.0					
ENSG00000144115	THNSL2			0				6	6		485.0	2.0								4.0	4.0	0.2615978967862924	0.8322122872215995	0.1992	0.2178	0.4926
ENSG00000144136	SLC20A1			0				6	5		680.0	3.0								3.0	3.0	0.9911649528128481	1.0	0.8863	0.8978	0.8287
ENSG00000144290	SLC4A10			0				6	6											4.0	4.0					
ENSG00000144354	CDCA7			0				6	5		451.0	2.0								2.0	2.0	0.9996018460910588	1.0	0.9662	0.9604	0.9384
ENSG00000144589	STK11IP			0				6	6		1100.0	3.0								4.0	4.0	0.978439158715642	1.0	0.7523	0.9144	0.8107
ENSG00000144711	IQSEC1			0				6	6		1160.0	3.0								4.0	4.0	0.9842860483433328	1.0	0.7682	0.8524	0.9106
ENSG00000144771	LRTM1			0				6	6											5.0	5.0					
ENSG00000144837	PLA1A			0				6	5											3.0	2.0					
ENSG00000145087	STXBP5L			0				6	5											4.0	4.0					
ENSG00000145365	TIFA			0				6	5		185.0	6.0								6.0	5.0	0.566333157176067	1.0	0.8414	0.2784	0.3823
ENSG00000145794	MEGF10			0				6	6											4.0	4.0					
ENSG00000146151	HMGCLL1			0				6	4											4.0	3.0					
ENSG00000146166	LGSN			0				6	6											2.0	2.0					
ENSG00000146216	TTBK1			0				6	6											5.0	5.0					
ENSG00000146350	C6orf170			0				6	6											4.0	4.0					
ENSG00000146411	SLC2A12			0				6	5		618.0	3.0								4.0	3.0	0.87689249374058	1.0	0.5856	0.6845	0.7425
ENSG00000146587	RBAK			0				6	6		715.0	4.0								5.0	5.0	0.7770772984562695	1.0	0.6314	0.4255	0.7335
ENSG00000146834	MEPCE			0				6	6		690.0	3.0								5.0	5.0	0.1824663227855368	0.7066230191118711	0.0925	0.4131	0.3141
ENSG00000147041	SYTL5			0				6	5											4.0	3.0					
ENSG00000147160	AWAT2			0				6	6											5.0	5.0					
ENSG00000147162	OGT			0				6	5		1047.0	8.0	4.0	1.0	[186,186]:4	0.5	1.1919673572565663	0.116637022465	0.195620731247	5.0	4.0	0.2547302754914006	0.8233864900000155	0.1063	0.573	0.3358
ENSG00000147174	ACRC			0				6	5											6.0	5.0					
ENSG00000147206	NXF3			0				6	6											5.0	5.0					
ENSG00000147234	FRMPD3			0				6	6											4.0	4.0					
ENSG00000147481	SNTG1			0				6	6											2.0	2.0					
ENSG00000147799	ARHGAP39			0				6	5		1115.0	2.0								2.0	1.0	0.9999854469579612	1.0	0.968	0.9956	0.9921
ENSG00000148019	CEP78			0				6	6		723.0	4.0								4.0	4.0	0.6289788992611096	1.0	0.311	0.6028	0.605
ENSG00000148719	DNAJB12			0				6	6		410.0	7.0	4.0	1.0	[210,210]:4	0.5714285714285714	1.4247781215700142	0.07711067426139999	0.165682062629	5.0	5.0	0.06518217247225744	0.4352707319924669	0.1245	0.0941	0.22699999999999998
ENSG00000149308	NPAT			0				6	5		1428.0	4.0								4.0	3.0	0.8097405621552506	1.0	0.5245	0.5567	0.7669
ENSG00000149452	SLC22A8			0				6	4											5.0	3.0					
ENSG00000149476	DAK			0				6	6		576.0	4.0								4.0	4.0	0.9856613806864224	1.0	0.9215	0.9087	0.7248
ENSG00000149480	MTA2			0				6	6		669.0	2.0								4.0	4.0	0.9606862437135212	1.0	0.8211	0.6418	0.9045
ENSG00000149499	EML3			0				6	6		918.0	2.0								4.0	4.0	0.917321569665504	1.0	0.7028	0.8238	0.6273
ENSG00000149527	PLCH2			0				6	6											1.0	1.0	0.9963812163273621	1.0	0.8375	0.9205	0.9604
ENSG00000149534	MS4A2			0				6	5											3.0	2.0					
ENSG00000149548	CCDC15			0				6	6											4.0	4.0					
ENSG00000149557	FEZ1			0				6	6											5.0	5.0					
ENSG00000149657	LSM14B			0				6	6		386.0	3.0								4.0	4.0	0.8757376873707147	1.0	0.586	0.8215	0.615
ENSG00000149658	YTHDF1			0				6	6		560.0	5.0								5.0	5.0	0.2660547603629364	0.8381725420820368	0.5089	0.2006	0.2153
ENSG00000150337	FCGR1A			0				6	5		375.0	5.0								5.0	5.0	0.2336482007635161	0.7904338534628691	0.6278	0.172	0.1645
ENSG00000150403	TMCO3			0				6	6		678.0	5.0								5.0	5.0	0.491933147332493	1.0	0.4458	0.4664	0.321
ENSG00000150510	FAM124A			0				6	6											4.0	4.0					
ENSG00000150712	MTMR12			0				6	6		748.0	4.0								4.0	4.0	0.9861468984991184	1.0	0.9027	0.8591	0.7877
ENSG00000150938	CRIM1			0				6	6		1037.0	4.0								4.0	4.0	0.9212625405390228	1.0	0.7137	0.7695	0.6756
ENSG00000150961	SEC24D			0				6	6		1034.0	5.0								5.0	5.0	0.05298562067147728	0.3935417876936469	0.0804	0.1094	0.22699999999999998
ENSG00000151025	GPR158			0				6	5											4.0	3.0					
ENSG00000151176	PLBD2			0				6	6		590.0	6.0	4.0	1.0	[261,261]:4	0.6666666666666666	1.735192473987944	0.0413533595464	0.115303916555	3.0	3.0	0.9512625850504008	1.0	0.6858	0.7519	0.8635
ENSG00000151229	SLC2A13			0				6	6		649.0	4.0								4.0	4.0	0.9981344436516976	1.0	0.9414	0.8736	0.9591
ENSG00000151332	MBIP			0				6	4		345.0	3.0								4.0	3.0	0.6709019146812603	1.0	0.4444	0.6095	0.4891
ENSG00000151422	FER			0				6	6											5.0	5.0					
ENSG00000151458	ANKRD50			0				6	5		1430.0	6.0	4.0	1.0	[84,84]:4	0.6666666666666666	1.735192473987944	0.0413533595464	0.115303916555	3.0	3.0	0.9766633732183942	1.0	0.7682	0.7828	0.9106
ENSG00000151690	MFSD6			0				6	5		792.0	3.0								3.0	2.0	0.97572620186174	1.0	0.7028	0.8593	0.8983
ENSG00000151849	CENPJ			0				6	6		1339.0	2.0								3.0	3.0	0.9194179800145448	1.0	0.6068	0.7477	0.8096
ENSG00000152034	MCHR2			0				6	6											3.0	3.0					
ENSG00000152086	TUBA3E			0				6	6											2.0	2.0					
ENSG00000152377	SPOCK1			0				6	6		440.0	4.0								4.0	4.0	0.9998103018781282	1.0	0.9677	0.9817	0.9456
ENSG00000152402	GUCY1A2			0				6	6											5.0	5.0					
ENSG00000152409	JMY			0				6	3		989.0	6.0								6.0	3.0	0.03737428076933025	0.33778943852004123	0.215	0.0434	0.1332
ENSG00000152457	DCLRE1C			0				6	6		693.0	5.0								5.0	5.0	0.948494289979859	1.0	0.8408	0.6326	0.8216
ENSG00000152492	CCDC50			0				6	6		483.0	4.0								4.0	4.0	0.9440946988197556	1.0	0.8978	0.7817	0.605
ENSG00000152670	DDX4			0				6	6											5.0	5.0					
ENSG00000152705	CATSPER3			0				6	6											5.0	5.0					
ENSG00000152779	SLC16A12			0				6	6											4.0	4.0					
ENSG00000152894	PTPRK			0	True			6	6		1473.0	4.0								4.0	4.0	0.7478289893279617	1.0	0.5376	0.5843	0.5613
ENSG00000153015	CWC27			0				6	6		473.0	5.0	3.0	1.0	[354,354]:3	0.6	1.5179024272953932	0.06451949898869999	0.165682062629	5.0	5.0	0.9983135915011474	1.0	0.9025	0.905	0.9738
ENSG00000153064	BANK1			0				6	6											6.0	6.0					
ENSG00000153093	ACOXL			0				6	6											6.0	6.0					
ENSG00000153266	FEZF2			0				6	4											4.0	3.0					
ENSG00000153283	CD96			0				6	6											5.0	5.0					
ENSG00000153310	FAM49B			0				6	6		325.0	4.0	2.0	1.0	[280,280]:2	0.5	1.1919673572565663	0.116637022465	0.195620731247	4.0	4.0	0.8022276991377002	1.0	0.5834	0.4661	0.7993
ENSG00000153347	FAM81B			0				6	5											6.0	5.0					
ENSG00000153404	PLEKHG4B			0				6	6											4.0	4.0					
ENSG00000153558	FBXL2			0				6	6		424.0	2.0								5.0	5.0	0.912168209327543	1.0	0.7795	0.6545	0.6927
ENSG00000153575	TUBGCP5			0				6	6		1025.0	2.0								2.0	2.0	0.9999921904334652	1.0	0.9735	0.9961	0.9944
ENSG00000153822	KCNJ16			0				6	6											4.0	4.0					
ENSG00000153956	CACNA2D1			0				6	4											6.0	4.0					
ENSG00000154007	ASB17			0				6	6											4.0	4.0					
ENSG00000154040	CABYR			0				6	6											6.0	6.0					
ENSG00000154080	CHST9			0				6	6											5.0	5.0					
ENSG00000154229	PRKCA			0				6	6		673.0	2.0								4.0	4.0	0.8551062484217928	1.0	0.6134	0.7847	0.5613
ENSG00000154330	PGM5			0				6	6		568.0	6.0								6.0	6.0	0.09014148841394233	0.5093491926761686	0.284	0.1124	0.1317
