"cause","effect"
"PRKCD","MAPK1"
"PRKCD","MAPK3"
"PRKCD","MBP"
"PRKCD","NCF4"
"PRKCD","PAK1"
"PRKCD","PDPK1"
"PRKCD","PEBP1"
"PRKCD","PPP2CA"
"PRKCD","PPP2R5C"
"PRKCD","PRKCZ"
"PRKCD","PRKDC"
"PRKCD","RAF1"
"PRKCD","YWHAG"
"PRKCE","AKAP9"
"PRKCE","GJA1"
"PRKCE","MAPK1"
"PRKCE","MAPK3"
"PRKCE","PDLIM5"
"PRKCE","PDPK1"
"PRKCE","PIK3CB"
"PRKCE","PPP1R14A"
"PRKCE","RAF1"
"PRKCE","SLC25A4"
"PRKCE","TIAM1"
"PRKCG","ANXA7"
"PRKCG","CCHCR1"
"PRKCG","CHAT"
"PRKCG","DVL2"
"PRKCG","GSK3A"
"PRKCG","MARK4"
"PRKCG","PARD3"
"PRKCG","PNMA1"
"PRKCG","STXBP1"
"PRKCG","TOP2A"
"PRKCG","YWHAG"
"PRKCH","CDK2"
"PRKCI","PARD3"
"PRKCI","PDPK1"
"PRKCI","SQSTM1"
"PRKCQ","CARD11"
"PRKCQ","CASP3"
"PRKCQ","HABP4"
"PRKCQ","IKBKB"
"PRKCQ","LYN"
"PRKCQ","MARK3"
"PRKCQ","STK39"
"PRKCQ","YWHAG"
"PRKCSH","ARL4D"
"PRKCZ","ADAP1"
"PRKCZ","AGRN"
"PRKCZ","CASP6"
"PRKCZ","CASP9"
"PRKCZ","CCDC115"
"PRKCZ","DAPK3"
"PRKCZ","FEZ2"
"PRKCZ","GLRX3"
"PRKCZ","GSK3A"
"PRKCZ","HABP4"
"PRKCZ","IKBKB"
"PRKCZ","MAP2K1"
"PRKCZ","MAPK3"
"PRKCZ","NCL"
"PRKCZ","NMT2"
"PRKCZ","PDLIM7"
"PRKCZ","PDPK1"
"PRKCZ","UTP14A"
"PRKCZ","WWC1"
"PRKD1","ADAP1"
"PRKD1","C1QBP"
"PRKD1","HDAC5"
"PRKD1","HDAC7"
"PRKD1","YWHAQ"
"PRKD2","GLRX3"
"PRKD2","HDAC7"
"PRKD2","SNRNP70"
"PRKD3","GSK3A"
"PRKD3","KPNB1"
"PRKDC","MAPK8"
"PRKDC","WRN"
"PRKDC","XRCC5"
"PRKG1","CRIP2"
"PRKG1","HSPA9"
"PRKG1","PDE5A"
"PRKG1","PPP1R12A"
"PRKG1","RAF1"
"PRKG1","SAV1"
"PRKG1","SEPT3"
"PRKG1","SRA1"
"PRKG1","VASP"
"PRKG2","PLCB3"
"PRKRA","RABEPK"
"PRKRA","RB1"
"PRKRA","ZFP28"
"PRLR","PRL"
"PRLR","SOCS3"
"PRLR","TEC"
"PRLR","VAV2"
"PRLR","YWHAG"
"PRMT1","CDC37"
"PRMT1","IDH3B"
"PRMT1","ILF3"
"PRMT1","KHDRBS3"
"PRMT1","QKI"
"PRMT1","SUPT5H"
"PRMT1","YWHAG"
"PRMT2","HNRNPUL1"
"PRMT5","CAPN1"
"PRMT5","CLNS1A"
"PRMT5","CTDP1"
"PRMT5","JAK2"
"PRMT5","MBP"
"PRMT5","OLA1"
"PRMT5","PHYHIP"
"PRMT5","SNRPB"
"PRMT5","SNRPD1"
"PRMT5","SNRPD3"
"PRMT5","SUPT5H"
"PRMT5","TYK2"
"PRMT5","YWHAG"
"PRMT5","YWHAQ"
"PRNP","CAV1"
"PRNP","CLSTN1"
"PRNP","CNTN1"
"PRNP","CSNK2A1"
"PRNP","P4HB"
"PROC","SERPINB6"
"PROC","TK1"
"PROCR","PROC"
"PROS1","F10"
"PROX1","CREBBP"
"PROX1","ESRRG"
"PROX1","NR5A2"
"PROX1","RORA"
"PRPF3","GTPBP3"
"PRPF3","SART3"
"PRPF38A","GTF3C1"
"PRPF4","ATP5J2"
"PRPF40A","BRD4"
"PRPF40A","CHD3"
"PRPF40A","CUL1"
"PRPF40A","DIAPH1"
"PRPF40A","HIPK1"
"PRPF40A","HNRNPUL1"
"PRPF40A","PDCD7"
"PRPF40A","PIAS1"
"PRPF40A","PIAS3"
"PRPF40A","SETD1B"
"PRPF40A","SF1"
"PRPF40A","SRPK2"
"PRPF40A","UBE2K"
"PRPF40A","UBQLN2"
"PRPF40A","UBR4"
"PRPF40A","WBP4"
"PRPF40A","YWHAG"
"PRPF40B","HTT"
"PRPF4B","PNN"
"PRPF4B","POLR3F"
"PRPF4B","YWHAG"
"PRPF6","ARAF"
"PRPH2","GRAP2"
"PRPS1","GORASP2"
"PRRX1","MAFF"
"PRRX1","SOX10"
"PRSS23","ACTG1"
"PRSS23","FXR1"
"PRSS23","HSPA4"
"PRSS23","ODF2L"
"PRSS23","SHMT1"
"PRSS23","SLC25A6"
"PRTFDC1","NIF3L1"
"PSAP","COPS6"
"PSAP","SH3GL1"
"PSAP","UBE3A"
"PSD","GNB5"
"PSD","HEXDC"
"PSEN1","BCL2"
"PSEN1","CASP1"
"PSEN1","CASP3"
"PSEN1","CASP6"
"PSEN1","CASP7"
"PSEN1","CASP8"
"PSEN1","CDK5"
"PSEN1","CIB1"
"PSEN1","CTNNB1"
"PSEN1","CTNND2"
"PSEN1","ERN1"
"PSEN1","FBXW7"
"PSEN1","GDI1"
"PSEN1","GSK3B"
"PSEN1","MAPT"
"PSEN1","NOTCH1"
"PSEN1","PKP4"
"PSEN1","PRKACA"
"PSEN1","RAB11A"
"PSEN1","UBQLN1"
"PSEN2","BCL2L1"
"PSEN2","CASP3"
"PSEN2","CASP8"
"PSEN2","CIB1"
"PSEN2","CSNK1A1"
"PSEN2","CSNK1D"
"PSEN2","CSNK2A1"
"PSEN2","CTNNB1"
"PSEN2","KCNIP4"
"PSEN2","RAB11A"
"PSEN2","UBQLN1"
"PSIP1","HCFC1"
"PSMA1","CCDC85B"
"PSMA1","CCNH"
"PSMA1","COIL"
"PSMA1","NMI"
"PSMA3","PSMA1"
"PSMA4","PSMA1"
"PSMA4","PSMA3"
"PSMA5","CCR5"
"PSMA5","MESDC2"
"PSMA5","PLK1"
"PSMA5","PSMA4"
"PSMB1","DCP2"
"PSMB1","SERPINB2"
"PSMC1","PIAS3"
"PSMC1","PSMA7"
"PSMC1","PSMC2"
"PSMC2","GTF2F1"
"PSMC3","PSMC3IP"
"PSMC3","PSMC4"
"PSMC3","PSMC5"
"PSMC4","PSMC2"
"PSMC5","GTF2B"
"PSMC5","PSMC4"
"PSMC6","C1orf216"
"PSMC6","CCDC85B"
"PSMC6","PSMD9"
"PSMD10","MDM2"
"PSMD10","PSMC4"
"PSMD10","RB1"
"PSMD11","SETDB1"
"PSMD2","PSMC2"
"PSMD2","UBLCP1"
"PSMD4","RAD23B"
"PSMD4","UBQLN2"
"PSMD7","PSMC1"
"PSMD7","RAB1A"
"PSMD7","VIM"
"PSME1","CDC37"
"PSME1","CHD3"
"PSME3","CASP3"
"PSME3","CASP6"
"PSME3","COIL"
"PSME3","FXR2"
"PSME3","NUDT18"
"PSME3","SERF2"
"PSME3","ZCCHC10"
"PSPC1","SFPQ"
"PSRC1","SRGN"
"PSTPIP1","MEFV"
"PTAFR","ARRB2"
"PTBP1","CALCOCO2"
"PTBP1","QKI"
"PTBP2","MYLK"
"PTCD3","IFITM2"
"PTCH1","HIPK2"
"PTCH2","IHH"
"PTCH2","SMO"
"PTEN","COPS6"
"PTEN","CSNK2A1"
"PTEN","CSNK2A2"
"PTEN","UBE2I"
"PTEN","YAF2"
"PTGDS","HK3"
"PTGER1","PTGDS"
"PTGER2","PTGFR"
"PTGES3","AIP"
"PTGFR","PTGDS"
"PTGFR","PTGES2"
"PTGFRN","CD81"
"PTGFRN","CD9"
"PTH","FEZ1"
"PTH1R","ARRB1"
"PTH1R","PTH"
"PTH1R","PTHLH"
"PTH1R","SLC9A3R1"
"PTH1R","SLC9A3R2"
"PTHLH","CDK2"
"PTK2","APC"
"PTK2","ARHGAP26"
"PTK2","ASAP1"
"PTK2","ATG12"
"PTK2","BBS10"
"PTK2","BCAR1"
"PTK2","BIN1"
"PTK2","CIB1"
"PTK2","CRK"
"PTK2","CSK"
"PTK2","CSPG4"
"PTK2","DNM2"
"PTK2","GSK3B"
"PTK2","IRS1"
"PTK2","KCNMA1"
"PTK2","MICAL1"
"PTK2","NEDD8"
"PTK2","PIAS1"
"PTK2","PKD1"
"PTK2","PPP1CB"
"PTK2","PTPN12"
"PTK2","ROCK1"
"PTK2","TGFB1I1"
"PTK2","TRIP6"
"PTK2","VCL"
"PTK2B","ASAP2"
"PTK2B","BCAR1"
"PTK2B","EFS"
"PTK2B","EWSR1"
"PTK2B","GRB2"
"PTK2B","LCK"
"PTK2B","LPXN"
"PTK2B","LYN"
"PTK2B","MAP3K4"
"PTK2B","PDPK1"
"PTK2B","PITPNM1"
"PTK2B","PTPN12"
"PTK2B","PXN"
"PTK2B","SHC1"
"PTK2B","SORBS2"
"PTK2B","SRC"
"PTK2B","VAV1"
"PTK6","KHDRBS1"
"PTK6","STAP2"
"PTMA","CCNA2"
"PTMA","CDK2"
"PTMA","CDK4"
"PTMA","HDAC1"
"PTMA","HDAC2"
"PTMA","HIST2H2BE"
"PTMA","KPNA2"
"PTMA","KPNB1"
"PTMA","NUP62"
"PTMA","PCNA"
"PTMA","RAN"
"PTMA","SET"
"PTN","ACTB"
"PTN","BCCIP"
"PTN","CHD3"
"PTN","DNAJB11"
"PTN","GPD1"
"PTN","KPNB1"
"PTN","LAMA4"
"PTN","LUC7L2"
"PTN","MAD2L1BP"
"PTN","MYCBP"
"PTN","NAP1L5"
"PTN","PPP2CA"
"PTN","RBM23"
"PTN","TP53BP2"
"PTN","TXNDC9"
"PTN","UTP3"
"PTOV1","PIN1"
"PTPMT1","MAPK6"
"PTPN1","CLK1"
"PTPN1","CLK2"
"PTPN1","CSNK2A1"
"PTPN1","CSNK2A2"
"PTPN1","CTNNB1"
"PTPN1","GLRX"
"PTPN1","GSK3B"
"PTPN1","IRS1"
"PTPN1","MAPK1"
"PTPN1","RRAS2"
"PTPN1","SRC"
"PTPN1","TRPV6"
"PTPN11","ACTN4"
"PTPN11","CAV1"
"PTPN11","CBL"
"PTPN11","CDH5"
"PTPN11","CHUK"
"PTPN11","EGFR"
"PTPN11","FRS2"
"PTPN11","FRS3"
"PTPN11","FYN"
"PTPN11","GAB1"
"PTPN11","GAB2"
"PTPN11","GAB3"
"PTPN11","GRIN2B"
"PTPN11","IFNAR1"
"PTPN11","IL6ST"
"PTPN11","IRS2"
"PTPN11","JAK2"
"PTPN11","LCK"
"PTPN11","MS4A2"
"PTPN11","MVP"
"PTPN11","NTRK1"
"PTPN11","PAG1"
"PTPN11","PIK3CG"
"PTPN11","PTK2"
"PTPN11","PTPN6"
"PTPN11","SOS1"
"PTPN11","SRC"
"PTPN12","PSTPIP1"
"PTPN12","TGFB1I1"
"PTPN13","APC"
"PTPN13","ARHGAP29"
"PTPN13","BRD7"
"PTPN13","CRIP2"
"PTPN13","CTNNB1"
"PTPN13","PDLIM4"
"PTPN13","TRIP6"
"PTPN18","PSTPIP1"
"PTPN2","CDK2"
"PTPN2","FKBP4"
"PTPN2","INSR"
"PTPN2","SRC"
"PTPN23","CHUK"
"PTPN4","TK1"
"PTPN5","MAPK1"
"PTPN5","MAPK3"
"PTPN6","ABL1"
"PTPN6","ACTN1"
"PTPN6","ACTN4"
"PTPN6","BCR"
"PTPN6","BLNK"
"PTPN6","BTLA"
"PTPN6","CAV1"
"PTPN6","CD22"
"PTPN6","CD5"
"PTPN6","CD79A"
"PTPN6","CD79B"
"PTPN6","CEACAM1"
"PTPN6","CSF2RB"
"PTPN6","CXCR4"
"PTPN6","EGFR"
"PTPN6","EPOR"
"PTPN6","FLT3"
"PTPN6","GAB2"
"PTPN6","GHR"
"PTPN6","GRB2"
"PTPN6","IFNAR1"
"PTPN6","IL4R"
"PTPN6","IRS2"
"PTPN6","JAK2"
"PTPN6","JAK3"
"PTPN6","KDR"
"PTPN6","LCK"
"PTPN6","LCP2"
"PTPN6","LIFR"
"PTPN6","LYN"
"PTPN6","MYH9"
"PTPN6","PTK2B"
"PTPN6","PTPN11"
"PTPN6","PTPRC"
"PTPN6","SHC1"
"PTPN6","SIGLEC10"
"PTPN6","SIRPA"
"PTPN6","SRC"
"PTPN6","SYK"
"PTPN6","TRAF6"
"PTPN6","TYK2"
"PTPN6","VAV1"
"PTPRA","CALM1"
"PTPRA","PTPRF"
"PTPRB","CDH5"
"PTPRB","MDK"
"PTPRC","CD2"
"PTPRC","GRB2"
"PTPRC","LCK"
"PTPRC","LCP2"
"PTPRC","LGALS1"
"PTPRC","LYN"
"PTPRC","PTPRCAP"
"PTPRC","RASA1"
"PTPRC","SKAP1"
"PTPRD","MTSS1"
"PTPRD","PPFIA1"
"PTPRD","PPFIA2"
"PTPRD","PPFIA3"
"PTPRD","PTPRS"
"PTPRE","MAPK1"
"PTPRE","PTPRS"
"PTPRE","YES1"
"PTPRF","BCAR1"
"PTPRF","CTNNB1"
"PTPRF","JUP"
"PTPRF","PPFIA1"
"PTPRF","TRIO"
"PTPRH","BCAR1"
"PTPRH","PXN"
"PTPRJ","CTNNB1"
"PTPRJ","CTNND1"
"PTPRJ","IL2RG"
"PTPRJ","JUP"
"PTPRJ","LAT"
"PTPRJ","NOP2"
"PTPRJ","SDCBP"
"PTPRK","CTNNB1"
"PTPRK","JUP"
"PTPRK","PSMD11"
"PTPRK","TK1"
"PTPRM","CDH1"
"PTPRM","CTNNB1"
"PTPRM","CTNND1"
"PTPRM","GNB2L1"
"PTPRM","PCSK5"
"PTPRM","PTPRK"
"PTPRM","PTPRS"
"PTPRN2","CKAP5"
"PTPRN2","UBQLN4"
"PTPRO","DPPA4"
"PTPRO","SH3GL3"
"PTPRS","EEF1G"
"PTPRS","EGFR"
"PTPRS","KIAA1377"
"PTPRS","PFN2"
"PTPRS","PIP4K2C"
"PTPRS","PTN"
"PTPRS","RAB35"
"PTPRS","SETDB1"
"PTPRS","SUMO2"
"PTPRS","UTP14A"
"PTPRU","CTNNB1"
"PTPRU","GNAI1"
"PTPRU","KIT"
"PTPRU","PPFIA3"
"PTPRZ1","CTNNB1"
"PTPRZ1","FYN"
"PTPRZ1","MDK"
"PTPRZ1","PTN"
"PTTG1","PTTG1IP"
"PUF60","CHD3"
"PUF60","SAP30BP"
"PUF60","YWHAG"
"PUM2","MED23"
"PURB","PURA"
"PVR","AP1M2"
"PVR","PVRL1"
"PVR","VTN"
"PVRL1","PARD3"
"PVRL3","PVRL1"
"PVRL3","PVRL2"
"PVRL4","PVRL1"
"PXN","ABL1"
"PXN","BCAR1"
"PXN","CNTROB"
"PXN","CSK"
"PXN","EWSR1"
"PXN","GAPDH"
"PXN","GIT1"
"PXN","GSK3A"
"PXN","GSK3B"
"PXN","ILK"
"PXN","LIMK1"
"PXN","MAPK3"
"PXN","NF2"
"PXN","PABPC1"
"PXN","PARVA"
"PXN","PTBP1"
"PXN","PTEN"
"PXN","PTPN12"
"PXN","SRC"
"PXN","TGFB1I1"
"PXN","TRIP6"
"PXN","TUBA1B"
"PXN","TUBG2"
"PYCARD","MEFV"
"QARS","ANXA7"
"QARS","CDK4"
"QARS","CDKN1A"
"QARS","FAM118B"
"QARS","H2AFX"
"QARS","KCNE3"
"QARS","PIN1"
"QARS","RNF11"
"QARS","TK1"
"QKI","RBPMS"
"QPRT","SUFU"
"QRICH1","ATXN1"
"QTRT1","COPS6"
"QTRT1","SETDB1"
"RAB10","MICAL1"
"RAB10","RIMS1"
"RAB11A","CHMP1B"
"RAB11A","KAT2B"
"RAB11A","RAB3IL1"
"RAB11FIP2","AP2A1"
"RAB11FIP2","RAB11A"
"RAB11FIP2","RAB11B"
"RAB11FIP2","REPS1"
"RAB11FIP3","RAB11A"
"RAB11FIP3","RAB11B"
"RAB11FIP5","RAB11B"
"RAB13","TGFBR1"
"RAB14","CHM"
"RAB1A","MICALL1"
"RAB1A","TBC1D17"
"RAB22A","APPL2"
"RAB22A","RABAC1"
"RAB25","MED31"
"RAB25","RAB11FIP5"
"RAB27A","C14orf1"
"RAB27A","COPS6"
"RAB27A","GDF9"
"RAB27A","MYO5A"
"RAB27A","RABGGTB"
"RAB27A","RIMS1"
"RAB27A","RPH3AL"
"RAB2A","BLZF1"
"RAB31","MPP3"
"RAB33B","GOLGA2"
"RAB35","IDH3B"
"RAB3B","CALM3"
"RAB3B","CHM"
"RAB3D","RAB3IP"
"RAB3IL1","RAB3IP"
"RAB4A","CD2AP"
"RAB4A","MAPK3"
"RAB4A","PIN1"
"RAB4A","PRKCI"
"RAB5A","APPL2"
"RAB5A","CHML"
"RAB5A","CHUK"
"RAB5A","EEA1"
"RAB5A","GDI2"
"RAB5A","RABAC1"
"RAB5A","RABEP1"
"RAB5A","RABGGTB"
"RAB5A","RASA1"
"RAB5A","RIN1"
"RAB5A","RIN2"
"RAB5A","STX4"
"RAB5A","TSC2"
"RAB5A","USP6NL"
"RAB5A","ZFYVE20"
"RAB5B","CHM"
"RAB5B","EEA1"
"RAB5B","RIN3"
"RAB5C","RIN3"
"RAB6A","TMF1"
"RAB6B","ACVR1"
"RAB8A","OPTN"
"RAB8A","RAB3IP"
"RAB8B","RALA"
"RAB9A","GDI2"
"RABAC1","FXR2"
"RABAC1","LNX1"
"RABAC1","NIF3L1"
"RABAC1","NUDT18"
"RABAC1","PLEKHF2"
"RABAC1","RAB4A"
"RABAC1","RAB6A"
"RABAC1","RIN3"
"RABAC1","VIM"
"RABAC1","VTA1"
"RABEP1","AP1G2"
"RABEP1","CASP3"
"RABEP1","GAP43"
"RABGEF1","UBB"
"RABGEF1","YWHAB"
"RABGGTA","RAB1A"
"RABGGTB","PTP4A2"
"RABGGTB","RAB7A"
"RABIF","RAB8A"
"RAC1","ACTB"
"RAC1","AKT1"
"RAC1","ARHGDIA"
"RAC1","ARHGEF2"
"RAC1","CASP3"
"RAC1","CDC42"
"RAC1","CHN1"
"RAC1","CYBA"
"RAC1","DVL1"
"RAC1","DVL2"
"RAC1","FHOD1"
"RAC1","FLNA"
"RAC1","MAP3K11"
"RAC1","MAP3K4"
"RAC1","MCF2L"
"RAC1","METAP2"
"RAC1","MINK1"
"RAC1","MPRIP"
"RAC1","NCKAP1"
"RAC1","PAK1"
"RAC1","PARD6A"
"RAC1","PIP4K2A"
"RAC1","PRKCI"
"RAC1","RALBP1"
"RAC1","RHOA"
"RAC1","TRIO"
"RAC2","ACTB"
"RAC2","ARHGDIA"
"RAC2","GDI1"
"RAC2","NCF2"
"RAC2","PAK1"
"RAC3","ANKRD11"
"RAC3","ARHGDIA"
"RAC3","NRBP1"
"RACGAP1","AURKB"
"RACGAP1","YWHAG"
"RAD17","RFC4"
"RAD23A","EP300"
"RAD23A","MPG"
"RAD23A","PSMD4"
"RAD23A","SQSTM1"
"RAD23B","ZFAND5"
"RAD50","DCLRE1C"
"RAD50","EP300"
"RAD50","MRE11A"
"RAD50","NBN"
"RAD51","BCCIP"
"RAD51","CHD3"
"RAD51","ERCC2"
"RAD51","RAD52"
"RAD51","RAD54B"
"RAD51","UBE2I"
"RAD52","ERCC3"
"RAD52","MCM2"
"RAD9A","DNAJC7"
"RAD9A","HDAC1"
"RAD9A","PCNA"
"RAD9A","RAD1"
"RAD9A","SF3B3"
"RADIL","ASCC2"
"RADIL","LITAF"
"RADIL","SFI1"
"RAE1","BUB1"
"RAE1","NUP98"
"RAE1","NXF1"
"RAF1","BAD"
"RAF1","BCL2"
"RAF1","BRAF"
"RAF1","CCT3"
"RAF1","CDC25A"
"RAF1","CNKSR1"
"RAF1","COPS3"
"RAF1","EFEMP1"
"RAF1","GNG4"
"RAF1","HSPA4"
"RAF1","KRT18"
"RAF1","MAP2K1"
"RAF1","MAPK1"
"RAF1","MAPK3"
"RAF1","MAPK7"
"RAF1","NRAS"
"RAF1","PAK1"
"RAF1","PRKCZ"
"RAF1","RB1"
"RAF1","RBL2"
"RAF1","RSU1"
"RAF1","YWHAG"
"RAI1","PIN1"
"RAI1","RPS6KA5"
"RAI1","TESC"
"RAI14","YWHAB"
"RAI14","YWHAQ"
"RAI2","CTBP2"
"RALA","EXOC8"
"RALB","CALM2"
"RALB","CALM3"
"RALB","RALBP1"
"RALBP1","CASP8"
"RALGDS","CNKSR1"
"RALGDS","RAP1GAP"
"RALGPS2","YWHAB"
"RALGPS2","YWHAG"
"RALY","SPG7"
"RAMP2","VIPR1"
"RAMP3","PDCD6IP"
"RAMP3","VIPR1"
"RAN","CSE1L"
"RAN","NEK9"
"RAN","NUTF2"
"RAN","RCC1"
"RAN","XPO5"
"RANBP1","RAN"
"RANBP1","RCC1"
"RANBP10","CNTNAP4"
"RANBP10","MEGF10"
"RANBP2","HDAC4"
"RANBP2","IPO5"
"RANBP2","KPNB1"
"RANBP2","MDM2"
"RANBP2","PRKAR1A"
"RANBP2","TNPO1"
"RANBP2","XPO1"
"RANBP2","XPOT"
"RANBP9","DYRK1B"
"RANBP9","FMR1"
"RANBP9","HIPK2"
"RANBP9","MAPK6"
"RANBP9","RAN"
"RANBP9","USP11"
"RANGAP1","SUMO1"
"RAP1A","APBB1IP"
"RAP1A","BMX"
"RAP1A","HDAC1"
"RAP1A","RAF1"
"RAP1A","RASGRP4"
"RAP1B","APLP1"
"RAP1B","DDAH2"
"RAP1B","PDHB"
"RAP1B","TLE1"
"RAP1GAP","MAP1LC3B"
"RAP1GAP","MAPK6"
"RAP1GDS1","HRAS"
"RAP1GDS1","MBIP"
"RAP2A","RAPGEF6"
"RAP2A","RUNDC3A"
"RAP2A","TGFBR1"
"RAPGEF1","BCAR1"
"RAPGEF1","HRAS"
"RAPGEF1","RAP1B"
"RAPGEF4","ATXN1"
"RAPGEF5","RAP2A"
"RAPGEF6","PTPN13"
"RAPSN","CHRNB1"
"RARA","CCND3"
"RARA","COPS2"
"RARA","IRX4"
"RARA","KAT2B"
"RARA","NCOR2"
"RARA","NPAS2"
"RARA","NR0B2"
"RARA","PML"
"RARA","PSMC5"
"RARA","RXRB"
"RARA","RXRG"
"RARA","SP1"
"RARB","NCOA1"
"RARB","NCOA3"
"RARB","NCOR2"
"RARB","PSMC5"
"RARG","HMGA1"
"RARG","PSMC5"
"RASA1","ANXA6"
"RASA1","BBS10"
"RASA1","BCR"
"RASA1","CASP3"
"RASA1","CASP7"
"RASA1","CKAP4"
"RASA1","CSK"
"RASA1","EGFR"
"RASA1","FES"
"RASA1","G3BP1"
"RASA1","HCK"
"RASA1","HRAS"
"RASA1","KHDRBS1"
"RASA1","MAGI1"
"RASA1","STAU1"
"RASA1","TRMT2A"
"RASA1","WWP1"
"RASA3","GNB2L1"
"RASA3","HCK"
"RASD1","GNAI2"
"RASD2","ACVR1"
"RASGRF1","TNK2"
"RASIP1","HRAS"
"RASIP1","RAP2A"
"RASSF1","C7orf25"
"RASSF1","CNKSR1"
"RASSF1","MAP1B"
"RASSF1","STK4"
"RASSF1","TUBG1"
"RASSF8","PSMD4"
"RAVER1","ACTN1"
"RAVER1","PTBP1"
"RAVER1","VCL"
"RB1","AATF"
"RB1","BRF1"
"RB1","CCNT2"
"RB1","CDK2"
"RB1","CTBP1"
"RB1","ENC1"
"RB1","EP300"
"RB1","GTF3C2"
"RB1","HMGB1"
"RB1","MNAT1"
"RB1","MORF4L1"
"RB1","MORF4L2"
"RB1","RBBP4"
"RB1","RBBP5"
"RB1","RBBP9"
"RB1","RING1"
"RB1","SNAPC1"
"RB1","SNAPC3"
"RB1","SUV39H1"
"RB1","TRIP11"
"RB1","USP4"
"RBBP4","HDAC1"
"RBBP4","HDAC2"
"RBBP4","HDAC3"
"RBBP4","HIST2H4A"
"RBBP4","RB1"
"RBBP4","SIN3A"
"RBBP4","SPEN"
"RBBP5","RB1"
"RBBP7","HDAC1"
"RBBP7","HDAC2"
"RBBP7","RB1"
"RBBP7","RBBP4"
"RBBP7","RBP1"
"RBBP7","SIN3A"
"RBBP8","LMO2"
"RBBP8","RB1"
"RBBP8","RBL1"
"RBL1","CCNA2"
"RBL1","CDK2"
"RBL1","RBBP9"
"RBL2","BRF1"
"RBL2","CCND3"
"RBL2","RBBP9"
"RBL2","SUV39H1"
"RBM10","NHP2L1"
"RBM12","TBC1D4"
"RBM14","QKI"
"RBM23","GTF3C1"
"RBM23","MED31"
"RBM4","CCNA1"
"RBM41","CCDC85B"
"RBM42","FHL3"
"RBM4B","MRPS9"
"RBM7","CCDC85B"
"RBM8A","MAGOH"
"RBM8A","UPF3A"
"RBP1","HDAC1"
"RBP1","MED26"
"RBPJ","FHL1"
"RBPJ","HDAC1"
"RBPJ","KAT2B"
"RBPJ","NCOR2"
"RBPJ","SND1"
"RBPMS","CDC23"
"RBPMS","EYA2"
"RBPMS","QKI"
"RBPMS","SF1"
"RBPMS","TRIP13"
"RBX1","CAND1"
"RCAN1","MAP3K3"
"RCAN1","MAPK3"
"RCC1","APLP1"
"RCC1","DDAH2"
"RCC1","KPNA3"
"RCC1","PDHB"
"RCC1","TLE1"
"RCC1","USP4"
"RCN2","GABARAPL2"
"RCOR1","REST"
"RDH11","BLOC1S2"
"RDH11","CA12"
"RDH5","RLBP1"
"RDX","ARHGDIA"
"RDX","CPNE1"
"RDX","CPNE2"
"RDX","ROCK1"
"RDX","TSC1"
"RECQL5","MAPK8IP1"
"RECQL5","TOP3B"
"REEP5","RABAC1"
"REL","ELF1"
"REL","GTF2B"
"REL","NFKB1"
"REL","NKRF"
"REL","SP1"
"REL","TBP"
"RELA","CARM1"
"RELA","DHX9"
"RELA","GTF2B"
"RELA","HDAC1"
"RELA","HDAC2"
"RELA","HDAC3"
"RELA","HEXIM1"
"RELA","ING4"
"RELA","IRF1"
"RELA","IRF3"
"RELA","JUN"
"RELA","KAT2B"
"RELA","KPNA2"
"RELA","MEN1"
"RELA","MYC"
"RELA","NCOR2"
"RELA","NFKB1"
"RELA","NFKB2"
"RELA","NFKBIB"
"RELA","NFKBIE"
"RELA","NKRF"
"RELA","PGR"
"RELA","PIAS3"
"RELA","PPARA"
"RELA","PPP1R13L"
"RELA","RELB"
"RELA","RXRA"
"RELA","SNIP1"
"RELA","SRF"
"RELA","TAF11"
"RELA","TAF6"
"RELA","TBP"
"RELA","TLE1"
"RELA","TP53BP2"
"RELA","TWIST1"
"REM1","CACNB4"
"REN","KCTD15"
"REPS2","CDK5RAP2"
"RERE","CBFA2T2"
"RERE","ZMYND8"
"REST","RCOR1"
"RET","DOK5"
"RET","FRS2"
"RET","MAPK8"
"RET","PRKAR2A"
"REV3L","HDAC4"
"REXO1","TCEA1"
"RFC1","BRD4"
"RFC2","PCNA"
"RFC3","PCNA"
"RFC3","RFC1"
"RFC4","BRD4"
"RFC5","COPS6"
"RFC5","MED31"
"RFC5","PCNA"
"RFC5","RFC2"
"RFC5","RFC4"
"RFWD2","SIPA1"
"RFX1","HMGB1"
"RFX1","RFX2"
"RFX1","SMAD1"
"RFX2","RFX1"
"RFX6","LMO3"
"RFX6","RFX3"
"RFXAP","RFXANK"
"RGL1","HRAS"
"RGL1","RIT1"
"RGL2","CCDC90B"
"RGR","KIAA1279"
"RGS1","FUNDC2"
"RGS10","GNAI1"
"RGS10","GNAZ"
"RGS12","GRM5"
"RGS12","PLCB3"
"RGS12","YWHAG"
"RGS14","RAP1A"
"RGS14","RAP2A"
"RGS16","EGFR"
"RGS16","GNAI2"
"RGS19","CSNK2A1"
"RGS19","CSNK2A2"
"RGS19","GNAI2"
"RGS19","MAPK1"
"RGS19","MAPK6"
"RGS19","NUP62"
"RGS2","CRMP1"
"RGS2","DYNLL1"
"RGS2","HSPA8"
"RGS2","IER3IP1"
"RGS2","KIAA1377"
"RGS2","REEP5"
"RGS2","TUBB2B"
"RGS2","ZYX"
"RGS20","GNAZ"
"RGS3","CNKSR2"
"RGS3","GLS2"
"RGS3","MAPK12"
